School Name,Division Name,Bachelors_Percent,Masters_Percent,Doctoral_Percent
Powhatan Middle,Powhatan County Public Schools,41.0,51.0,3.0
Preston Park Elementary,Roanoke City Public Schools,43.0,45.0,0.0
Prices Fork Elementary,Montgomery County Public Schools,47.0,51.0,0.0
Prince Edward County High,Prince Edward County Public Schools,44.0,50.0,0.0
Prince Edward Elementary,Prince Edward County Public Schools,57.0,39.0,3.0
Prince Edward Middle,Prince Edward County Public Schools,56.0,33.0,4.0
Prince George High,Prince George County Public Schools,50.0,41.0,2.0
Princess Anne Elementary,Virginia Beach City Public Schools,29.0,69.0,0.0
Princess Anne High,Virginia Beach City Public Schools,43.0,50.0,2.0
Princess Anne Middle,Virginia Beach City Public Schools,47.0,50.0,2.0
Prospect Heights Middle,Orange County Public Schools,40.0,49.0,0.0
Providence Elementary,Chesterfield County Public Schools,41.0,59.0,0.0
Providence Elementary,Fairfax County Public Schools,24.0,76.0,0.0
Providence Elementary,Virginia Beach City Public Schools,50.0,45.0,2.0
Providence Middle,Chesterfield County Public Schools,38.0,60.0,0.0
Pulaski County Middle,Pulaski County Public Schools,59.0,40.0,0.0
Pulaski County Senior High,Pulaski County Public Schools,39.0,52.0,1.0
Pungoteague Elementary,Accomack County Public Schools,39.0,52.0,3.0
Queens Lake Middle,York County Public Schools,31.0,62.0,4.0
Quioccasin Middle,Henrico County Public Schools,35.0,60.0,1.0
R. Dean Kilby Elementary,Prince William County Public Schools,30.0,69.0,0.0
R.C. Longan Elementary,Henrico County Public Schools,31.0,69.0,0.0
Radford High,Radford City Public Schools,38.0,55.0,2.0
Randolph Elementary,Arlington County Public Schools,34.0,62.0,2.0
Randolph Elementary,Goochland County Public Schools,46.0,50.0,0.0
Rappahannock County Elementary,Rappahannock County Public Schools,49.0,47.0,0.0
Rappahannock County High,Rappahannock County Public Schools,39.0,53.0,0.0
Rappahannock High,Richmond County Public Schools,58.0,37.0,0.0
Ravensworth Elementary,Fairfax County Public Schools,35.0,62.0,2.0
Read Mountain Middle,Botetourt County Public Schools,49.0,43.0,3.0
Reams Road Elementary,Chesterfield County Public Schools,46.0,54.0,0.0
Red Hill Elementary,Albemarle County Public Schools,36.0,64.0,0.0
Red Mill Elementary,Virginia Beach City Public Schools,40.0,56.0,2.0
Red Oak-Sturgeon Elementary,Brunswick County Public Schools,50.0,44.0,6.0
Redbud Run Elementary,Frederick County Public Schools,57.0,43.0,0.0
Ressie Jeffries Elementary,Warren County Public Schools,52.0,42.0,0.0
Rhea Valley Elementary,Washington County Public Schools,42.0,56.0,0.0
Rich Acres Elementary,Henry County Public Schools,42.0,54.0,4.0
Rich Valley Elementary,Smyth County Public Schools,50.0,45.0,5.0
Richard Bowling Elementary,Norfolk City Public Schools,41.0,45.0,2.0
Richard C. Haydon Elementary,Manassas City Public Schools,34.0,57.0,0.0
Richard T. Yates Elementary,Newport News City Public Schools,45.0,42.0,0.0
Richlands Elementary,Tazewell County Public Schools,64.0,32.0,0.0
Richlands High,Tazewell County Public Schools,59.0,39.0,0.0
Richlands Middle,Tazewell County Public Schools,63.0,35.0,0.0
Richmond Alternative,Richmond City Public Schools,57.0,43.0,0.0
Richmond Career Education and Employment Charter School,Richmond City Public Schools,33.0,50.0,0.0
Richmond Community High,Richmond City Public Schools,29.0,57.0,14.0
Richmond County Elementary,Richmond County Public Schools,55.0,39.0,2.0
Richneck Elementary,Newport News City Public Schools,32.0,63.0,3.0
Ridge Elementary,Henrico County Public Schools,24.0,76.0,0.0
Ridgeview High,Dickenson County Public Schools,57.0,32.0,3.0
Ridgeview Middle,Dickenson County Public Schools,73.0,23.0,2.0
Rippon Middle,Prince William County Public Schools,37.0,59.0,1.0
River Bend Elementary,Rockingham County Public Schools,59.0,41.0,0.0
River Bend Middle,Loudoun County Public Schools,27.0,71.0,1.0
River City Middle,Richmond City Public Schools,46.0,50.0,0.0
River Oaks Elementary,Prince William County Public Schools,45.0,51.0,2.0
Riverdale Elementary,Southampton County Public Schools,50.0,43.0,2.0
Riverheads Elementary,Augusta County Public Schools,50.0,40.0,0.0
Riverheads High,Augusta County Public Schools,53.0,39.0,0.0
Riverlawn Elementary,Pulaski County Public Schools,50.0,43.0,2.0
Rivers Edge Elementary,Henrico County Public Schools,39.0,53.0,2.0
Riverside Elementary,Fairfax County Public Schools,28.0,71.0,0.0
Riverside Elementary,Newport News City Public Schools,24.0,53.0,0.0
Riverside High,Loudoun County Public Schools,22.0,73.0,3.0
Riverview Elementary,Spotsylvania County Public Schools,45.0,55.0,0.0
Riverview Elementary/Middle,Buchanan County Public Schools,68.0,29.0,0.0
Roanoke Academy For Mathematics & Science Elementary,Roanoke City Public Schools,46.0,36.0,2.0
Robert E. Aylor Middle,Frederick County Public Schools,49.0,48.0,1.0
Robert S. Payne Elementary,Lynchburg City Public Schools,55.0,43.0,0.0
Robinson Secondary,Fairfax County Public Schools,23.0,75.0,2.0
Robious Elementary,Chesterfield County Public Schools,40.0,58.0,0.0
Robious Middle,Chesterfield County Public Schools,49.0,47.0,2.0
Rock Ridge High,Loudoun County Public Schools,17.0,80.0,2.0
Rockbridge County High,Rockbridge County Public Schools,39.0,50.0,5.0
Rockfish River Elementary,Nelson County Public Schools,39.0,58.0,0.0
Rockhill Elementary,Stafford County Public Schools,39.0,54.0,2.0
Rockledge Elementary,Prince William County Public Schools,29.0,69.0,0.0
Rocky Mount Elementary,Franklin County Public Schools,50.0,47.0,3.0
Rocky Run Elementary,Stafford County Public Schools,47.0,47.0,0.0
Rocky Run Middle,Fairfax County Public Schools,30.0,65.0,5.0
Rodney E. Thompson Middle,Stafford County Public Schools,49.0,39.0,3.0
Rolling Ridge Elementary,Loudoun County Public Schools,34.0,64.0,0.0
Rolling Valley Elementary,Fairfax County Public Schools,31.0,67.0,2.0
Ronald Wilson Reagan Middle,Prince William County Public Schools,26.0,72.0,0.0
Rosa Lee Carter Elementary,Loudoun County Public Schools,22.0,77.0,0.0
Rosa Parks Elementary,Prince William County Public Schools,33.0,65.0,0.0
Rose Hill Elementary,Fairfax County Public Schools,38.0,61.0,1.0
Rose Hill Elementary,Lee County Public Schools,50.0,50.0,0.0
Rosemont Elementary,Virginia Beach City Public Schools,53.0,47.0,0.0
Rosemont Forest Elementary,Virginia Beach City Public Schools,44.0,53.0,0.0
Round Hill Elementary,Loudoun County Public Schools,19.0,80.0,0.0
Round Hill Elementary,Roanoke City Public Schools,53.0,35.0,1.0
Ruby F. Carver Elementary,Henrico County Public Schools,42.0,52.0,6.0
Ruckersville Elementary,Greene County Public Schools,41.0,56.0,0.0
Rural Point Elementary,Hanover County Public Schools,31.0,69.0,0.0
Rural Retreat Elementary,Wythe County Public Schools,67.0,33.0,0.0
Rural Retreat High,Wythe County Public Schools,55.0,42.0,0.0
Rural Retreat Middle,Wythe County Public Schools,64.0,36.0,0.0
Rustburg Elementary,Campbell County Public Schools,54.0,46.0,0.0
Rustburg High,Campbell County Public Schools,48.0,48.0,2.0
Rustburg Middle,Campbell County Public Schools,55.0,43.0,0.0
Rye Cove High,Scott County Public Schools,48.0,41.0,0.0
Rye Cove Intermediate,Scott County Public Schools,56.0,33.0,0.0
S. Gordon Stewart Middle,Augusta County Public Schools,46.0,52.0,2.0
S.P. Morton Elementary,Franklin City Public Schools,38.0,36.0,3.0
Salem Church Elementary,Chesterfield County Public Schools,41.0,57.0,0.0
Salem Church Middle,Chesterfield County Public Schools,48.0,51.0,1.0
Salem Elementary,Spotsylvania County Public Schools,31.0,60.0,2.0
Salem Elementary,Virginia Beach City Public Schools,18.0,79.0,3.0
Salem High,Salem City Public Schools,31.0,62.0,1.0
Salem High,Virginia Beach City Public Schools,50.0,43.0,1.0
Salem Middle,Virginia Beach City Public Schools,53.0,41.0,3.0
Saltville Elementary,Smyth County Public Schools,48.0,48.0,3.0
Samuel L. Gravely Jr. Elementary,Prince William County Public Schools,28.0,69.0,2.0
Samuel P. Langley Elementary,Hampton City Public Schools,49.0,49.0,0.0
Samuel W. Tucker Elementary,Alexandria City Public Schools,20.0,71.0,2.0
Sandburg Middle,Fairfax County Public Schools,32.0,66.0,2.0
Sanders Corner Elementary,Loudoun County Public Schools,22.0,78.0,0.0
Sandlick Elementary,Dickenson County Public Schools,73.0,23.0,3.0
Sandston Elementary,Henrico County Public Schools,20.0,80.0,0.0
Sandusky Elementary,Lynchburg City Public Schools,63.0,37.0,0.0
Sandusky Middle,Lynchburg City Public Schools,52.0,37.0,0.0
Sandy Hook Elementary,Shenandoah County Public Schools,42.0,55.0,0.0
Sangster Elementary,Fairfax County Public Schools,22.0,78.0,0.0
Sanville Elementary,Henry County Public Schools,59.0,41.0,0.0
Saratoga Elementary,Fairfax County Public Schools,30.0,65.0,3.0
Schoolfield Elementary,Danville City Public Schools,61.0,39.0,0.0
Scott Memorial Middle,Wythe County Public Schools,67.0,30.0,0.0
Scottsburg Elementary,Halifax County Public Schools,66.0,31.0,3.0
Scottsville Elementary,Albemarle County Public Schools,40.0,52.0,4.0
Seaford Elementary,York County Public Schools,45.0,50.0,0.0
Seatack Elementary an Achievable Dream Academy,Virginia Beach City Public Schools,41.0,59.0,0.0
Sedgefield Elementary,Newport News City Public Schools,50.0,43.0,0.0
Seldens Landing Elementary,Loudoun County Public Schools,28.0,71.0,0.0
Seneca Ridge Middle,Loudoun County Public Schools,27.0,71.0,2.0
Seven Pines Elementary,Henrico County Public Schools,21.0,79.0,0.0
Sewells Point Elementary,Norfolk City Public Schools,40.0,53.0,4.0
Shady Grove Elementary,Henrico County Public Schools,29.0,71.0,0.0
Sharon C. McAuliffe Elementary,Prince William County Public Schools,33.0,57.0,2.0
Sharon Elementary,Alleghany Highlands Public Schools,50.0,50.0,0.0
Shawsville Middle,Montgomery County Public Schools,43.0,49.0,0.0
Sheffey Elementary,Wythe County Public Schools,50.0,50.0,0.0
Sheffield Elementary,Lynchburg City Public Schools,53.0,47.0,0.0
Shelburne Middle,Staunton City Public Schools,40.0,60.0,0.0
Shelton Park Elementary,Virginia Beach City Public Schools,50.0,50.0,0.0
Shenandoah Elementary,Page County Public Schools,71.0,26.0,0.0
Sherando High,Frederick County Public Schools,35.0,60.0,3.0
Sherman Elementary,Fairfax County Public Schools,37.0,63.0,0.0
Sherwood Forest Elementary,Norfolk City Public Schools,45.0,40.0,2.0
Shirley C. Heim Middle,Stafford County Public Schools,44.0,45.0,1.0
Shoemaker Elementary,Scott County Public Schools,75.0,25.0,0.0
Short Pump Elementary,Henrico County Public Schools,28.0,69.0,3.0
Short Pump Middle,Henrico County Public Schools,47.0,53.0,0.0
Shrevewood Elementary,Fairfax County Public Schools,37.0,58.0,3.0
Signal Hill Elementary,Prince William County Public Schools,27.0,67.0,0.0
Signal Knob Middle,Shenandoah County Public Schools,50.0,48.0,0.0
Silverbrook Elementary,Fairfax County Public Schools,38.0,59.0,3.0
Simonsdale Elementary,Portsmouth City Public Schools,42.0,55.0,2.0
Sinai Elementary,Halifax County Public Schools,53.0,47.0,0.0
Skipwith Elementary,Henrico County Public Schools,35.0,63.0,0.0
Skyline High,Warren County Public Schools,60.0,38.0,0.0
Skyline Middle,Harrisonburg City Public Schools,34.0,63.0,1.0
Skyline Middle,Warren County Public Schools,62.0,35.0,2.0
Sleepy Hollow Elementary,Fairfax County Public Schools,32.0,62.0,2.0
Smith Station Elementary,Spotsylvania County Public Schools,45.0,51.0,0.0
Smithfield High,Isle of Wight County Public Schools,42.0,44.0,0.0
Smithfield Middle,Isle of Wight County Public Schools,36.0,53.0,0.0
Smithland Elementary,Harrisonburg City Public Schools,44.0,56.0,0.0
Snow Creek Elementary,Franklin County Public Schools,25.0,75.0,0.0
Snowville Elementary,Pulaski County Public Schools,48.0,41.0,4.0
Sonnie Penn Elementary,Prince William County Public Schools,30.0,66.0,2.0
Sontag Elementary,Franklin County Public Schools,38.0,55.0,0.0
South Anna Elementary,Hanover County Public Schools,33.0,67.0,0.0
South Boston Elementary,Halifax County Public Schools,61.0,36.0,0.0
South County High,Fairfax County Public Schools,25.0,73.0,0.0
South County Middle,Fairfax County Public Schools,26.0,73.0,1.0
South Elementary,Prince George County Public Schools,54.0,46.0,0.0
South Hill Elementary,Mecklenburg County Public Schools,56.0,41.0,0.0
South Lakes High,Fairfax County Public Schools,22.0,72.0,4.0
South River Elementary,Rockingham County Public Schools,42.0,54.0,0.0
South Salem Elementary,Salem City Public Schools,35.0,59.0,0.0
Southampton Elementary,Richmond City Public Schools,45.0,52.0,0.0
Southampton High,Southampton County Public Schools,54.0,33.0,4.0
Southampton Middle,Southampton County Public Schools,60.0,21.0,0.0
Southeastern Elementary,Chesapeake City Public Schools,37.0,58.0,0.0
Southside Elementary,Dinwiddie County Public Schools,51.0,49.0,0.0
Southside Elementary,Pittsylvania County Public Schools,72.0,25.0,3.0
Southwestern Elementary,Chesapeake City Public Schools,43.0,50.0,0.0
Southwestern Elementary,Suffolk City Public Schools,37.0,56.0,0.0
Sparrow Road Intermediate,Chesapeake City Public Schools,39.0,50.0,0.0
Speedwell Elementary,Wythe County Public Schools,50.0,43.0,0.0
Spiller Elementary,Wythe County Public Schools,61.0,37.0,0.0
Spotswood Elementary,Harrisonburg City Public Schools,41.0,59.0,0.0
Spotswood Elementary,Spotsylvania County Public Schools,33.0,62.0,0.0
Spotswood High,Rockingham County Public Schools,44.0,55.0,0.0
Spotsylvania Elementary,Spotsylvania County Public Schools,43.0,57.0,0.0
Spotsylvania High,Spotsylvania County Public Schools,44.0,46.0,1.0
Spotsylvania Middle,Spotsylvania County Public Schools,45.0,53.0,0.0
Spring Hill Elementary,Fairfax County Public Schools,23.0,73.0,3.0
Spring Run Elementary,Chesterfield County Public Schools,48.0,52.0,0.0
Springfield Elementary,Page County Public Schools,38.0,63.0,0.0
Springfield Estates Elementary,Fairfax County Public Schools,28.0,72.0,0.0
Springfield Park Elementary,Henrico County Public Schools,34.0,66.0,0.0
Springwoods Elementary,Prince William County Public Schools,29.0,69.0,2.0
St. Charles Elementary,Lee County Public Schools,58.0,42.0,0.0
St. Clare Walker Middle,Middlesex County Public Schools,33.0,63.0,0.0
St. Helena Elementary,Norfolk City Public Schools,31.0,59.0,0.0
St. Paul,Carroll County Public Schools,50.0,47.0,3.0
St. Paul Elementary,Wise County Public Schools,71.0,25.0,3.0
Stafford Elementary,Stafford County Public Schools,58.0,40.0,0.0
Stafford Middle,Stafford County Public Schools,49.0,46.0,3.0
Stafford Senior High,Stafford County Public Schools,33.0,52.0,3.0
Stanley Elementary,Page County Public Schools,63.0,38.0,0.0
Stanleytown Elementary,Henry County Public Schools,55.0,45.0,0.0
Staunton High,Staunton City Public Schools,51.0,46.0,0.0
Staunton River High,Bedford County Public Schools,53.0,46.0,1.0
Staunton River Middle,Bedford County Public Schools,54.0,40.0,0.0
Stenwood Elementary,Fairfax County Public Schools,21.0,77.0,2.0
Sterling Elementary,Loudoun County Public Schools,18.0,82.0,0.0
Sterling Middle,Loudoun County Public Schools,33.0,65.0,1.0
Steuart W. Weller Elementary,Loudoun County Public Schools,28.0,69.0,1.0
Stewartsville Elementary,Bedford County Public Schools,59.0,41.0,0.0
Stone Bridge High,Loudoun County Public Schools,25.0,70.0,4.0
Stone Hill Middle,Loudoun County Public Schools,35.0,59.0,3.0
Stone Middle,Fairfax County Public Schools,38.0,58.0,2.0
Stone Robinson Elementary,Albemarle County Public Schools,26.0,72.0,2.0
Stone Spring Elementary,Harrisonburg City Public Schools,53.0,47.0,0.0
Stonehouse Elementary,Williamsburg-James City County Public Schools,28.0,69.0,0.0
Stonewall Elementary,Frederick County Public Schools,51.0,49.0,0.0
Stonewall Jackson Elementary,Bristol City Public Schools,48.0,37.0,4.0
Stony Mill Elementary,Pittsylvania County Public Schools,72.0,26.0,0.0
Stony Point Elementary,Albemarle County Public Schools,38.0,58.0,0.0
Strasburg High,Shenandoah County Public Schools,48.0,50.0,2.0
Stratford Landing Elementary,Fairfax County Public Schools,19.0,77.0,0.0
Strawbridge Elementary,Virginia Beach City Public Schools,48.0,48.0,0.0
Stuart Elementary,Patrick County Public Schools,62.0,35.0,0.0
Stuart M. Beville Middle,Prince William County Public Schools,32.0,66.0,1.0
Stuarts Draft Elementary,Augusta County Public Schools,61.0,36.0,0.0
Stuarts Draft High,Augusta County Public Schools,40.0,56.0,0.0
Stuarts Draft Middle,Augusta County Public Schools,37.0,59.0,2.0
Suburban Park Elementary,Norfolk City Public Schools,38.0,58.0,2.0
Sudley Elementary,Prince William County Public Schools,31.0,67.0,0.0
Suella G. Ellis Elementary,Prince William County Public Schools,54.0,43.0,2.0
Sugar Grove Elementary,Smyth County Public Schools,56.0,19.0,0.0
Sugarland Elementary,Loudoun County Public Schools,16.0,77.0,5.0
Sully Elementary,Loudoun County Public Schools,20.0,78.0,0.0
Sunnyside Elementary,Dinwiddie County Public Schools,45.0,52.0,0.0
Sunrise Valley Elementary,Fairfax County Public Schools,22.0,78.0,0.0
Surry County High,Surry County Public Schools,38.0,56.0,3.0
Surry Elementary,Surry County Public Schools,45.0,52.0,0.0
Sussex Central Elementary,Sussex County Public Schools,44.0,51.0,0.0
Sussex Central High,Sussex County Public Schools,41.0,43.0,4.0
Sussex Central Middle,Sussex County Public Schools,34.0,59.0,0.0
Sutherland Elementary,Dinwiddie County Public Schools,58.0,40.0,2.0
Swans Creek Elementary,Prince William County Public Schools,50.0,46.0,2.0
Swansboro Elementary,Richmond City Public Schools,33.0,52.0,10.0
Swanson Middle,Arlington County Public Schools,27.0,68.0,2.0
Swift Creek Elementary,Chesterfield County Public Schools,38.0,58.0,2.0
Swift Creek Middle,Chesterfield County Public Schools,42.0,56.0,2.0
Swords Creek Elementary,Russell County Public Schools,46.0,54.0,0.0
Sycamore Park Elementary,Culpeper County Public Schools,55.0,41.0,0.0
Sycolin Creek Elementary,Loudoun County Public Schools,26.0,69.0,1.0
Sydnor Jennings Elementary,Halifax County Public Schools,53.0,47.0,0.0
T. Benton Gayle Middle,Stafford County Public Schools,44.0,48.0,1.0
T. Clay Wood Elementary,Prince William County Public Schools,29.0,71.0,0.0
T. Ryland Sanford Elementary,Newport News City Public Schools,36.0,47.0,3.0
Tabb Elementary,York County Public Schools,42.0,54.0,0.0
Tabb High,York County Public Schools,34.0,60.0,2.0
Tabb Middle,York County Public Schools,32.0,64.0,2.0
Tallwood Elementary,Virginia Beach City Public Schools,39.0,57.0,0.0
Tallwood High,Virginia Beach City Public Schools,45.0,53.0,1.0
Tangier Combined,Accomack County Public Schools,86.0,14.0,0.0
Tanners Creek Elementary,Norfolk City Public Schools,60.0,36.0,2.0
Tappahannock Elementary,Essex County Public Schools,53.0,47.0,0.0
Tarrallton Elementary,Norfolk City Public Schools,42.0,55.0,0.0
Taylor Elementary,Arlington County Public Schools,35.0,56.0,7.0
Tazewell High,Tazewell County Public Schools,50.0,47.0,0.0
Tazewell Intermediate,Tazewell County Public Schools,65.0,35.0,0.0
Tazewell Middle,Tazewell County Public Schools,47.0,47.0,2.0
Temperance Elementary,Amherst County Public Schools,37.0,58.0,0.0
Terra Centre Elementary,Fairfax County Public Schools,29.0,67.0,2.0
Terraset Elementary,Fairfax County Public Schools,38.0,62.0,0.0
Thalia Elementary,Virginia Beach City Public Schools,44.0,54.0,2.0
The Nokesville School,Prince William County Public Schools,37.0,56.0,0.0
Thelma Crenshaw Elementary,Chesterfield County Public Schools,34.0,61.0,0.0
Thomas C. Boushall Middle,Richmond City Public Schools,45.0,50.0,4.0
Thomas C. McSwain Elementary,Staunton City Public Schools,48.0,48.0,0.0
Thomas Dale High,Chesterfield County Public Schools,45.0,52.0,2.0
Thomas Eaton Middle,Hampton City Public Schools,44.0,44.0,6.0
Thomas Harrison Middle,Harrisonburg City Public Schools,46.0,49.0,3.0
Thomas Hunter Middle,Mathews County Public Schools,42.0,58.0,0.0
Thomas Jefferson Elementary,Bedford County Public Schools,56.0,44.0,0.0
Thomas Jefferson Elementary,Louisa County Public Schools,52.0,42.0,1.0
Thomas Jefferson High,Richmond City Public Schools,34.0,61.0,2.0
Thomas Jefferson High for Science and Technology,Fairfax County Public Schools,18.0,61.0,20.0
Thomas Walker High,Lee County Public Schools,63.0,26.0,0.0
Thoreau Middle,Fairfax County Public Schools,29.0,68.0,1.0
Thornburg Middle,Spotsylvania County Public Schools,52.0,44.0,2.0
Thoroughgood Elementary,Virginia Beach City Public Schools,34.0,58.0,2.0
Three Chopt Elementary,Henrico County Public Schools,42.0,58.0,0.0
Three Oaks Elementary,Virginia Beach City Public Schools,51.0,42.0,2.0
Thurgood Marshall Elementary,Chesapeake City Public Schools,53.0,41.0,0.0
Thurgood Marshall Elementary,Prince William County Public Schools,24.0,74.0,0.0
Tidewater Park Elementary,Norfolk City Public Schools,28.0,59.0,6.0
Timber Lane Elementary,Fairfax County Public Schools,26.0,74.0,0.0
Toano Middle,Williamsburg-James City County Public Schools,28.0,68.0,0.0
Tomahawk Creek Middle,Chesterfield County Public Schools,47.0,50.0,1.0
Tomahawk Elementary,Campbell County Public Schools,52.0,48.0,0.0
Totaro Elementary,Brunswick County Public Schools,57.0,39.0,4.0
Trailside Middle,Loudoun County Public Schools,32.0,64.0,3.0
Trantwood Elementary,Virginia Beach City Public Schools,32.0,61.0,3.0
Trevilians Elementary,Louisa County Public Schools,55.0,42.0,0.0
Triangle Elementary,Prince William County Public Schools,45.0,53.0,0.0
Troutville Elementary,Botetourt County Public Schools,59.0,37.0,0.0
Truitt Intermediate,Chesapeake City Public Schools,38.0,47.0,3.0
Tuckahoe Elementary,Arlington County Public Schools,20.0,78.0,0.0
Tuckahoe Elementary,Henrico County Public Schools,29.0,71.0,0.0
Tuckahoe Middle,Henrico County Public Schools,33.0,66.0,0.0
Tunstall High,Pittsylvania County Public Schools,49.0,49.0,0.0
Tunstall Middle,Pittsylvania County Public Schools,53.0,44.0,2.0
Turner Ashby High,Rockingham County Public Schools,56.0,44.0,0.0
Tuscarora High,Loudoun County Public Schools,19.0,76.0,3.0
Tussing Elementary,Colonial Heights City Public Schools,54.0,46.0,0.0
Twain Middle,Fairfax County Public Schools,24.0,71.0,2.0
Twin Hickory Elementary,Henrico County Public Schools,49.0,49.0,0.0
Twin Springs Elementary,Pittsylvania County Public Schools,45.0,55.0,0.0
Twin Springs High,Scott County Public Schools,47.0,50.0,3.0
Twin Valley Elementary/Middle,Buchanan County Public Schools,70.0,27.0,0.0
Twin Valley High,Buchanan County Public Schools,58.0,36.0,6.0
Tye River Elementary,Nelson County Public Schools,51.0,46.0,0.0
Union Hall Elementary,Pittsylvania County Public Schools,59.0,41.0,0.0
Union High,Wise County Public Schools,61.0,32.0,0.0
Union Middle,Wise County Public Schools,55.0,45.0,0.0
Union Mill Elementary,Fairfax County Public Schools,33.0,67.0,0.0
Union Primary,Wise County Public Schools,71.0,25.0,1.0
Unity Reed High,Prince William County Public Schools,28.0,70.0,1.0
Valley Elementary,Bath County Public Schools,57.0,43.0,0.0
Valley Institute Elementary,Washington County Public Schools,65.0,28.0,0.0
Varina Elementary,Henrico County Public Schools,35.0,61.0,4.0
Varina High,Henrico County Public Schools,46.0,50.0,0.0
Venable Elementary,Charlottesville City Public Schools,26.0,68.0,3.0
Vernon Johns Middle,Petersburg City Public Schools,53.0,37.0,4.0
Victoria Elementary,Lunenburg County Public Schools,56.0,42.0,3.0
Victory Elementary,Portsmouth City Public Schools,49.0,39.0,4.0
Victory Elementary,Prince William County Public Schools,31.0,69.0,0.0
Vienna Elementary,Fairfax County Public Schools,26.0,71.0,3.0
Virginia Beach Middle,Virginia Beach City Public Schools,49.0,49.0,0.0
Virginia Heights Elementary,Roanoke City Public Schools,40.0,45.0,0.0
Virginia High,Bristol City Public Schools,48.0,40.0,4.0
Virginia L. Murray Elementary,Albemarle County Public Schools,42.0,54.0,0.0
Virginia Middle,Bristol City Public Schools,44.0,54.0,0.0
Virginia Run Elementary,Fairfax County Public Schools,20.0,78.0,2.0
W.C. Taylor Middle,Fauquier County Public Schools,53.0,40.0,0.0
W.E. Cundiff Elementary,Roanoke County Public Schools,50.0,46.0,2.0
W.G. Coleman Elementary,Fauquier County Public Schools,58.0,42.0,0.0
W.O. Robey High,Loudoun County Public Schools,20.0,80.0,0.0
W.T. Cooke Elementary,Virginia Beach City Public Schools,50.0,48.0,0.0
W.W. Gordon Elementary,Chesterfield County Public Schools,33.0,67.0,0.0
W.W. Robinson Elementary,Shenandoah County Public Schools,40.0,57.0,0.0
Wakefield Forest Elementary,Fairfax County Public Schools,26.0,74.0,0.0
Wakefield High,Arlington County Public Schools,19.0,76.0,5.0
Walker Upper Elementary,Charlottesville City Public Schools,38.0,58.0,3.0
Walker-Grant Middle,Fredericksburg City Public Schools,42.0,48.0,4.0
Wallace Middle,Washington County Public Schools,58.0,34.0,0.0
Waller Mill Elementary,York County Public Schools,32.0,61.0,0.0
Walnut Hill Elementary,Petersburg City Public Schools,59.0,39.0,0.0
Walter Herron Taylor Elementary,Norfolk City Public Schools,29.0,58.0,3.0
Waples Mill Elementary,Fairfax County Public Schools,18.0,81.0,0.0
Warhill High,Williamsburg-James City County Public Schools,28.0,64.0,4.0
Warren County High,Warren County Public Schools,45.0,51.0,1.0
Warren County Middle,Warren County Public Schools,55.0,43.0,0.0
Warrenton Middle,Fauquier County Public Schools,50.0,43.0,0.0
Warwick High,Newport News City Public Schools,35.0,48.0,2.0
Wasena Elementary,Roanoke City Public Schools,42.0,39.0,0.0
Washington District Elementary,Westmoreland County Public Schools,53.0,37.0,0.0
Washington Mill Elementary,Fairfax County Public Schools,42.0,56.0,0.0
Washington-Lee Elementary,Bristol City Public Schools,60.0,30.0,5.0
Washington-Liberty High,Arlington County Public Schools,25.0,70.0,3.0
Watauga Elementary,Washington County Public Schools,53.0,38.0,4.0
Waterford Elementary,Loudoun County Public Schools,25.0,72.0,3.0
Waterman Elementary,Harrisonburg City Public Schools,52.0,46.0,0.0
Waterview Elementary,Portsmouth City Public Schools,34.0,57.0,2.0
Waverly Yowell Elementary,Madison County Public Schools,45.0,52.0,3.0
Waxpool Elementary,Loudoun County Public Schools,30.0,69.0,1.0
Waynewood Elementary,Fairfax County Public Schools,24.0,75.0,2.0
Weber City Elementary,Scott County Public Schools,61.0,32.0,0.0
Weems Elementary,Manassas City Public Schools,30.0,63.0,3.0
West Gate Elementary,Prince William County Public Schools,35.0,63.0,2.0
West Point Elementary,West Point Public Schools,48.0,52.0,0.0
West Point Middle/High,West Point Public Schools,45.0,48.0,2.0
West Potomac High,Fairfax County Public Schools,26.0,69.0,3.0
West Salem Elementary,Salem City Public Schools,33.0,67.0,0.0
West Springfield Elementary,Fairfax County Public Schools,29.0,70.0,2.0
West Springfield High,Fairfax County Public Schools,32.0,65.0,2.0
Westbriar Elementary,Fairfax County Public Schools,29.0,69.0,2.0
Western Albemarle High,Albemarle County Public Schools,35.0,62.0,1.0
Western Branch High,Chesapeake City Public Schools,33.0,61.0,3.0
Western Branch Intermediate,Chesapeake City Public Schools,39.0,57.0,0.0
Western Branch Middle,Chesapeake City Public Schools,43.0,56.0,0.0
Westfield High,Fairfax County Public Schools,24.0,75.0,0.0
Westgate Elementary,Fairfax County Public Schools,24.0,76.0,0.0
Westhaven Elementary,Portsmouth City Public Schools,53.0,40.0,0.0
Westlawn Elementary,Fairfax County Public Schools,19.0,79.0,1.0
Westmoreland High,Westmoreland County Public Schools,49.0,47.0,0.0
Westover Hills Elementary,Richmond City Public Schools,43.0,57.0,0.0
Westridge Elementary,Prince William County Public Schools,40.0,56.0,0.0
Westside Elementary,Isle of Wight County Public Schools,43.0,54.0,0.0
Westside Elementary,Roanoke City Public Schools,51.0,37.0,2.0
Westwood Middle,Danville City Public Schools,45.0,40.0,2.0
Weyanoke Elementary,Fairfax County Public Schools,28.0,70.0,2.0
